場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點,AED地點描述
臺北市內湖區東湖國民小學,東湖路115號,63000100,25.06916,121.616068,其他,其他場所,健康中心外走廊,健康中心外走廊
臺北市內湖區東湖國民小學,東湖路115號,63000100,25.06916,121.616068,其他,其他場所,穿堂,穿堂(警衛室旁)
中國科技大學臺北校區,興隆路3段56號,63000080,24.997535,121.554239,學校、大型集會場所,大專院校,傳賢樓2樓視傳系辦門口旁,傳賢樓2樓視傳系辦門口旁
臺北嘉佩樂酒吧 Capella Glasshouse,敦化北路129號1F,63000010,25.0523227,121.5494055,旅宿場所,旅館,敦化北路129號1F,凱基金融大樓 前方 敦化北路大道旁
新北投車站,七星街1號1樓,63000120,25.13661816,121.5034783,觀光旅遊地區,地方政府主管風景區,車站展覽大廳,展場內大廳
臺北嘉佩樂酒店 Capella Taipei,"敦化北路139號1-2,14樓",63000010,25.053229,121.5499151,旅宿場所,飯店,酒店大廳1樓,台北市松山區敦化北路139號
臺北市萬華區西園國民小學,東園街73巷65號,63000070,25.026663,121.498884,其他,其他場所,書香樓一樓走廊(靠近警衛室),書香樓一樓走廊(靠近警衛室)
臺北市士林區三玉國民小學,天母東路116號,63000110,25.118013,121.537344,其他,其他場所,健康中心,健康中心近西花園門後方
光點華山電影館,八德路1段1號(中六電影館),63000050,25.044983,121.529005,大型休閒場所,電影片映演場所(戲院、電影院),光點華山電影館(售票櫃台),光點華山電影館(售票櫃台)
擎邦國際科技工程股份有限公司、彬台科技股份有限公司,瑞光路210號5樓,63000100,25.0751495,121.5762621,其他,其他場所,台北市內湖區瑞光路210號7樓,世紀國寶大樓7樓梯廳(出電梯左側)
六福開發股份有限公司-南港分公司(台北六福萬怡酒店),忠孝東路七段359號(台北六福萬怡酒店),63000090,25.052164,121.606883,旅宿場所,旅館,六福萬怡酒店11樓健身房,11F健身房
六福開發股份有限公司-南港分公司(台北六福萬怡酒店),忠孝東路七段359號(台北六福萬怡酒店),63000090,25.052164,121.606883,旅宿場所,旅館,六福萬怡酒店七樓大廳,本館七樓大廳櫃台旁
國立臺灣藝術教育館,南海路43號,63000050,25.032293,121.512074,大型休閒場所,美術館,南海書院1樓警衛室旁,置放於本館南海書院1樓警衛室旁。
誠品生活股份有限公司武昌店,武昌街2段77號,63000070,25.04517,121.505568,大型購物場所,百貨業,誠品生活武昌店4樓服務台旁,誠品生活武昌店4樓服務台旁
臺北市勞動檢查處,艋舺大道101號7樓,63000070,25.03346,121.501347,其他,其他場所,7樓,7樓
國立國父紀念館,仁愛路4段505號,63000020,25.03955,121.560265,觀光旅遊地區,文化園區,臨時辦公室-短棟近園區門內側,臨時辦公室-短棟近園區門內側
國立國父紀念館,仁愛路4段505號,63000020,25.03955,121.560265,觀光旅遊地區,文化園區,臨時辦公室-長棟服務台前,臨時辦公室-長棟服務台前
誠品生活股份有限公司松菸店,菸廠路88號,63000020,25.043938,121.559302,大型購物場所,商場,3F讀者服務中心,3F讀者服務中心
艾奕康工程顧問股份有限公司,信義路五段8號16樓,63000020,25.03275,121.561219,其他,其他場所,辦公室管制門內,辦公室管制門內
臺北市政府工務局衛生下水道工程處,酒泉街235號,63000060,25.0725688,121.5104486,其他,其他場所,本處1樓大廳,本處1樓大廳收發室旁
GYMEFIT健康店,台北市松山區健康路227號,63000010,25.0543148,121.5626807,其他,其他場所,入門左側牆上,GYMEFIT健康店
瀚寓酒店,台北市信義區基隆路一段206號,63000020,25.0398155,121.5631601,旅宿場所,飯店,飯店大廳,飯店大門右手邊
瀚寓酒店,台北市信義區基隆路一段206號,63000020,25.0398155,121.5631601,旅宿場所,飯店,飯店3樓健身房,3樓健身房，進入門口右手邊
臺北市水源劇場,羅斯福路四段92號10樓,63000050,25.013651,121.534973,大型休閒場所,演藝廳,水源劇場大廳走廊,水源劇場大廳B區走廊
台北中山雅樂軒酒店,雙城街一號,63000040,25.0658309,121.5243036,旅宿場所,飯店,台北中山雅樂軒16樓健身房,台北中山雅樂軒16樓健身房
老爺大酒店股份有限公司,中山北路2段37-1號,63000040,25.053924,121.522844,其他,其他場所,在1樓大廳,飯店1樓大門 進門後右轉 禮賓接待櫃台旁
GYM RULES 健身規則,農安街9號2樓,63000040,25.0651017,121.5233558,學校、大型集會場所,健身房,櫃台旁,櫃台旁邊
第一商業銀行中山分行,中山北路二段61號,63000040,25.056177,121.522992,其他,其他場所,一樓大廳右側茶水間外,一樓大廳右側茶水間外
第一商業銀行信用卡處(八德大樓),八德路二段203號10樓,63000040,25.046957,121.539723,其他,其他場所,八德大樓10樓，進門口右手邊,八德大樓10樓，進門口右手邊
誠品生活股份有限公司松菸店,菸廠路88號,63000020,25.043938,121.559302,大型購物場所,商場,B1F美食街手扶梯口,B1F美食街手扶梯口
京站實業股份有限公司,承德路一段一號,63000060,25.049449,121.517916,大型購物場所,百貨業,1F Q1出入口,1F 客服中心前
京站實業股份有限公司,承德路一段一號,63000060,25.049135,121.518315,大型購物場所,百貨業,B3 東側,B3 東側手扶梯旁
元大人壽金星大樓,(104)臺北市中山區松江路106號,63000040,25.0511593,121.5327385,其他,其他場所,1F信箱區,1F大廳的信箱區
碧山巖開漳聖王廟,碧山路24號,63000100,25.09732487,121.5876037,其他,其他場所,晨曦門,碧山巖開漳聖王廟 晨曦門
中國科技大學臺北校區,興隆路3段56號,63000080,24.997535,121.554239,學校、大型集會場所,大專院校,中國科技大學格致樓1樓大廳正門電視牆旁,中國科技大學格致樓1樓大廳正門電視牆旁
辛巴健身工作室,忠孝東路二段14號4樓,63000050,25.0436283,121.5272543,其他,其他場所,置物架旁,台北市忠孝東路二段14號4樓
國立臺灣師範大學圖書館校區(和平東路1段129號) ,和平東路1段129號,63000030,25.026732,121.528263,學校、大型集會場所,大專院校,進修推廣學院一樓,進修推廣學院一樓服務中心旁
臺北市立美術館,中山北路三段181號,63000040,25.072594,121.524852,其他,其他場所,D展間,B2樓D展間入口處
臺北市立美術館,中山北路三段181號,63000040,25.072594,121.524852,其他,其他場所,南進門入口,南進門1樓服務台側
臺北市立美術館,中山北路三段181號,63000040,25.072594,121.524852,其他,其他場所,大門入口,大門入口靠導覽服務中心側
台北金融大樓股份有限公司(觀景台),信義路5段7號,63000020,25.03388,121.564751,觀光旅遊地區,民營遊樂業,台北101觀景台88樓電梯口,台北101觀景台88樓電梯口
台灣虎航股份有限公司,敦化北路405巷123弄3號,63000010,25.06304,121.557636,長距離交通工具,航空器,B-50028航機，第13排 DEF行李艙,B-50028航機
台北金融大樓股份有限公司(觀景台),信義路5段7號,63000020,25.03388,121.564751,觀光旅遊地區,民營遊樂業,台北101觀景台5樓購票口旁,台北101觀景台5樓購票口旁
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,2F中環手扶梯,2F中環手扶梯
台北金融大樓股份有限公司(觀景台),信義路5段7號,63000020,25.03388,121.564751,觀光旅遊地區,民營遊樂業,台北1012觀景台101樓服務台,台北1012觀景台101樓服務台
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,B1美食街,B1美食街
台北金融大樓股份有限公司(辦公大樓),信義路五段7號59樓,63000020,25.033718,121.56481,其他,其他場所,辦公大樓B2F貨梯管制站,B2F辦公大樓貨梯管制站，可隨時以貨梯快速送至各樓層使用。
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,4F都會廣場,4樓西側空橋旁
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,B2停車場,B2商場2號客梯梯廳
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,B1服務台,B1服務台
台北金融大樓股份有限公司(辦公大樓),信義路五段7號59樓,63000020,25.033718,121.56481,其他,其他場所,88樓,88樓會議中心
台北金融大樓股份有限公司(觀景台),信義路5段7號,63000020,25.03388,121.564751,觀光旅遊地區,民營遊樂業,台北101觀景台89樓服務台,台北101觀景台89樓服務台
台灣虎航股份有限公司,敦化北路405巷123弄3號,63000010,25.06304,121.557636,長距離交通工具,航空器,B-50029航機，第13排 DEF行李艙,B-50029航機
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,3F中環手扶梯,3F中環手扶梯
台北金融大樓股份有限公司(辦公大樓),信義路五段7號59樓,63000020,25.033718,121.56481,其他,其他場所,辦公大樓59樓櫃台,辦公大樓59樓櫃台旁
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,B2停車場,B2保全辦公室門口
台北金融大樓股份有限公司(觀景台),信義路5段7號,63000020,25.03388,121.564751,觀光旅遊地區,民營遊樂業,台北101觀景台91樓室內,台北101觀景台91樓室內
台北金融大樓股份有限公司(辦公大樓),信義路五段7號59樓,63000020,25.033718,121.56481,其他,其他場所,辦公大樓35樓,辦公大樓35樓電扶梯前方
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,1F員工出入口,1F員工出入口
台北金融大樓股份有限公司(購物中心),市府路45號,63000020,25.033719,121.564735,大型購物場所,百貨業,6樓VIP室,6樓VIP室內
台北金融大樓股份有限公司(辦公大樓),信義路五段7號59樓,63000020,25.033718,121.56481,其他,其他場所,一樓大廳,一樓圓形櫃台週遭
臺北市立成淵高級中學,承德路2段235號,63000060,25.061177,121.518454,學校、大型集會場所,高中職,學生活動中心1樓,成淵高級中學學生活動中心1樓
摩登力量,濟南路三段62號1樓,63000030,25.0400187,121.5368474,學校、大型集會場所,健身房,本場所正門口櫃檯上方,本場所打門口櫃檯上方
臺北市大同區大橋國民小學,重慶北路三段2號,63000060,25.06428715,121.5133787,學校、大型集會場所,國小,大橋國小川堂,川堂右側
臺北市萬華區福星國民小學,中華路一段66號,63000070,25.046784,121.507931,其他,其他場所,新大樓5樓游泳池,新大樓5樓游泳池
臺北市萬華區福星國民小學,中華路一段66號,63000070,25.046784,121.507931,其他,其他場所,活動中心一樓球場,活動中心一樓球場
寒舍國際酒店股份有限公司,松高路18號,63000020,25.038884,121.567516,其他,其他場所,台北市松高路18號8樓,8樓健身房
飛躍運動館,成功路四段50號2樓之1,63000100,25.08218762,121.5921759,學校、大型集會場所,健身房,健身區,健身區
練一下GYMCUBE,成功路三段145號B1,63000100,25.079713,121.590033,學校、大型集會場所,健身房,健身房場館內,健身房場館內
臺北市立中山女子高級中學,長安東路2段141號,63000040,25.079202,121.542709,學校、大型集會場所,高中職,莊敬樓1樓入口,莊敬樓一樓入口右側(販賣機旁)
貓空纜車動物園站,新光路2段8號,63000080,24.99569,121.577094,交通要衝,捷運站,貓空纜車動物園站,車站4樓
貓空纜車動物園南站,新光路2段30-2號,63000080,24.990172,121.587576,交通要衝,捷運站,貓空纜車動物園南站,車站1樓
貓空纜車指南宮站,指南路3段157巷200號,63000080,24.979041,121.589698,交通要衝,捷運站,貓空纜車指南宮站,車站1樓
貓空纜車貓空站,指南路3段38巷35號,63000080,24.968914,121.588297,交通要衝,捷運站,貓空纜車貓空站,車站1樓
臺北市政府消防局信義分隊,松仁路1號,63000020,25.040833,121.568976,其他,其他場所,1樓值班室,1樓值班室
臺北市政府消防局城中分隊,忠孝西路1段86號,63000050,25.046998,121.513444,其他,其他場所,1樓值班室,1樓值班室
臺北市政府消防局防災科學教育館,成功路二段376號,63000100,25.069339,121.590343,大型休閒場所,博物館,1樓入口處,1樓入口處
臺北市災害應變中心,莊敬路391巷11弄2號(臺北市災害應變中心),63000020,25.028846,121.566153,其他,其他場所,5樓整備應變科門口,5樓整備應變科門口
臺北市立中山女子高級中學,長安東路2段141號,63000040,25.079202,121.542709,學校、大型集會場所,高中職,逸仙樓一樓,教官室旁
DREAM PLAZA,松高路11號,63000020,25.0395151,121.5652423,大型購物場所,百貨業,DREAM  PLAZA  B1F,B1F 服務台
citizenM Taipei Northgate世民酒店,中華路一段3號,63000050,25.047181,121.510506,旅宿場所,飯店,飯店 1F 大廳,旋轉梯後方
